,productgroup,ingredient,strength,dosage,route,mdrunittype,weightedaverageamps,acaful,packagesize,ndc,arated,multipliergreaterthan175percento,year,month
9113,1679,SPIRONOLACTONE,50MG  ,TABLET,ORAL,TAB,0.055202,0.18402000000000002,100.0,51079097901,Yes,Y,2017,2
9114,1679,SPIRONOLACTONE,50MG  ,TABLET,ORAL,TAB,0.055202,0.18402000000000002,100.0,51079097920,Yes,Y,2017,2
9115,1678,SPIRONOLACTONE,100MG ,TABLET,ORAL,TAB,0.168574,0.33596,100.0,51079098001,Yes,Y,2017,2
9116,1678,SPIRONOLACTONE,100MG ,TABLET,ORAL,TAB,0.168574,0.33596,100.0,51079098020,Yes,Y,2017,2
9117,953,LISINOPRIL  ,5MG   ,TABLET,ORAL,TAB,0.013799,0.024148,100.0,51079098101,Yes,N,2017,2
9118,953,LISINOPRIL  ,5MG   ,TABLET,ORAL,TAB,0.013799,0.024148,100.0,51079098120,Yes,N,2017,2
9119,953,LISINOPRIL  ,5MG   ,TABLET,ORAL,TAB,0.013799,0.024148,300.0,51079098130,Yes,N,2017,2
9120,953,LISINOPRIL  ,5MG   ,TABLET,ORAL,TAB,0.013799,0.024148,300.0,51079098156,Yes,N,2017,2
9121,949,LISINOPRIL  ,10MG  ,TABLET,ORAL,TAB,0.015815,0.027676,100.0,51079098201,Yes,N,2017,2
9122,949,LISINOPRIL  ,10MG  ,TABLET,ORAL,TAB,0.015815,0.027676,25.0,51079098217,Yes,N,2017,2
9123,949,LISINOPRIL  ,10MG  ,TABLET,ORAL,TAB,0.015815,0.027676,25.0,51079098219,Yes,N,2017,2
9124,949,LISINOPRIL  ,10MG  ,TABLET,ORAL,TAB,0.015815,0.027676,100.0,51079098220,Yes,N,2017,2
9125,949,LISINOPRIL  ,10MG  ,TABLET,ORAL,TAB,0.015815,0.027676,300.0,51079098230,Yes,N,2017,2
9126,949,LISINOPRIL  ,10MG  ,TABLET,ORAL,TAB,0.015815,0.027676,300.0,51079098256,Yes,N,2017,2
9127,951,LISINOPRIL  ,20MG  ,TABLET,ORAL,TAB,0.026239,0.045918,100.0,51079098301,Yes,N,2017,2
9128,951,LISINOPRIL  ,20MG  ,TABLET,ORAL,TAB,0.026239,0.045918,25.0,51079098317,Yes,N,2017,2
9129,951,LISINOPRIL  ,20MG  ,TABLET,ORAL,TAB,0.026239,0.045918,25.0,51079098319,Yes,N,2017,2
9130,951,LISINOPRIL  ,20MG  ,TABLET,ORAL,TAB,0.026239,0.045918,100.0,51079098320,Yes,N,2017,2
9131,951,LISINOPRIL  ,20MG  ,TABLET,ORAL,TAB,0.026239,0.045918,300.0,51079098330,Yes,N,2017,2
9132,951,LISINOPRIL  ,20MG  ,TABLET,ORAL,TAB,0.026239,0.045918,300.0,51079098356,Yes,N,2017,2
9133,952,LISINOPRIL  ,40MG  ,TABLET,ORAL,TAB,0.033089,0.05790599999999999,100.0,51079098401,Yes,N,2017,2
9134,952,LISINOPRIL  ,40MG  ,TABLET,ORAL,TAB,0.033089,0.05790599999999999,100.0,51079098420,Yes,N,2017,2
9135,1709,BUSPIRONE HYDROCHLORIDE ,5MG   ,TABLET,ORAL,TAB,0.015553,0.040780000000000004,100.0,51079098501,Yes,Y,2017,2
9136,1709,BUSPIRONE HYDROCHLORIDE ,5MG   ,TABLET,ORAL,TAB,0.015553,0.040780000000000004,100.0,51079098520,Yes,Y,2017,2
9137,1706,BUSPIRONE HYDROCHLORIDE ,10MG  ,TABLET,ORAL,TAB,0.022744,0.06371,1.0,51079098601,Yes,Y,2017,2
9138,1706,BUSPIRONE HYDROCHLORIDE ,10MG  ,TABLET,ORAL,TAB,0.022744,0.06371,100.0,51079098620,Yes,Y,2017,2
9139,1706,BUSPIRONE HYDROCHLORIDE ,10MG  ,TABLET,ORAL,TAB,0.022744,0.06371,30.0,51079098630,Yes,Y,2017,2
9140,1706,BUSPIRONE HYDROCHLORIDE ,10MG  ,TABLET,ORAL,TAB,0.022744,0.06371,300.0,51079098656,Yes,Y,2017,2
9141,1874,TRAMADOL HYDROCHLORIDE  ,50MG  ,TABLET,ORAL,TAB,0.01814,0.031744999999999995,100.0,51079099101,Yes,N,2017,2
9142,1874,TRAMADOL HYDROCHLORIDE  ,50MG  ,TABLET,ORAL,TAB,0.01814,0.031744999999999995,100.0,51079099120,Yes,N,2017,2
9143,1874,TRAMADOL HYDROCHLORIDE  ,50MG  ,TABLET,ORAL,TAB,0.01814,0.031744999999999995,300.0,51079099130,Yes,N,2017,2
9144,1874,TRAMADOL HYDROCHLORIDE  ,50MG  ,TABLET,ORAL,TAB,0.01814,0.031744999999999995,300.0,51079099156,Yes,N,2017,2
9145,1636,FLUVOXAMINE MALEATE ,50MG  ,TABLET,ORAL,TAB,0.057176,0.22730999999999998,100.0,51079099201,Yes,Y,2017,2
9146,1636,FLUVOXAMINE MALEATE ,50MG  ,TABLET,ORAL,TAB,0.057176,0.22730999999999998,100.0,51079099220,Yes,Y,2017,2
9147,1634,FLUVOXAMINE MALEATE ,100MG ,TABLET,ORAL,TAB,0.092926,0.25501,100.0,51079099301,Yes,Y,2017,2
9148,1634,FLUVOXAMINE MALEATE ,100MG ,TABLET,ORAL,TAB,0.092926,0.25501,100.0,51079099320,Yes,Y,2017,2
9149,1708,BUSPIRONE HYDROCHLORIDE ,30MG  ,TABLET,ORAL,TAB,0.128551,0.46765,100.0,51079099401,Yes,Y,2017,2
9150,1708,BUSPIRONE HYDROCHLORIDE ,30MG  ,TABLET,ORAL,TAB,0.128551,0.46765,100.0,51079099420,Yes,Y,2017,2
9151,1669,PROPAFENONE HYDROCHLORIDE ,150MG ,TABLET,ORAL,TAB,0.066872,0.16473,100.0,51079099601,Yes,Y,2017,2
9152,1669,PROPAFENONE HYDROCHLORIDE ,150MG ,TABLET,ORAL,TAB,0.066872,0.16473,100.0,51079099620,Yes,Y,2017,2
9153,1873,TIZANIDINE HYDROCHLORIDE,4MG   ,TABLET,ORAL,TAB,0.069156,0.13905,100.0,51079099801,Yes,Y,2017,2
9154,1873,TIZANIDINE HYDROCHLORIDE,4MG   ,TABLET,ORAL,TAB,0.069156,0.13905,100.0,51079099820,Yes,Y,2017,2
9155,2501,BENZONATATE ,200MG ,CAPSULE   ,ORAL,CAP,0.164498,0.31624,100.0,51224000150,Yes,Y,2017,2
9156,1965,METFORMIN HYDROCHLORIDE ,500MG ,"TABLET, EXTENDED RELEASE      ",ORAL,TAB,0.021315999999999998,0.037302999999999996,100.0,51224000750,Yes,N,2017,2
9157,1965,METFORMIN HYDROCHLORIDE ,500MG ,"TABLET, EXTENDED RELEASE      ",ORAL,TAB,0.021315999999999998,0.037302999999999996,500.0,51224000760,Yes,N,2017,2
9158,3394,PHENTERMINE HCL     ,37.5 MG   ,TABLET,ORAL,TAB,0.22929699999999997,0.40126999999999996,100.0,51224010150,Yes,N,2017,2
9159,3394,PHENTERMINE HCL     ,37.5 MG   ,TABLET,ORAL,TAB,0.22929699999999997,0.40126999999999996,1000.0,51224010170,Yes,N,2017,2
9160,2119,METFORMIN HYDROCHLORIDE ,750MG ,"TABLET, EXTENDED RELEASE      ",ORAL,TAB,0.0318,0.09482,100.0,51224010750,Yes,Y,2017,2
9161,2119,METFORMIN HYDROCHLORIDE ,750MG ,"TABLET, EXTENDED RELEASE      ",ORAL,TAB,0.0318,0.09482,500.0,51224010760,Yes,Y,2017,2
9162,1683,URSODIOL,300MG ,CAPSULE   ,ORAL,CAP,2.0755619999999997,3.6322339999999995,100.0,51224015150,Yes,N,2017,2
9163,1222,PHENTERMINE HYDROCHLORIDE ,30MG  ,CAPSULE   ,ORAL,CAP,0.203188,0.355579,100.0,51224020250,Yes,N,2017,2
9164,1222,PHENTERMINE HYDROCHLORIDE ,30MG  ,CAPSULE   ,ORAL,CAP,0.203188,0.355579,1000.0,51224020270,Yes,N,2017,2
9165,1221,PHENTERMINE HYDROCHLORIDE ,15MG  ,CAPSULE   ,ORAL,CAP,0.345057,0.60385,100.0,51224020350,Yes,N,2017,2
9166,1221,PHENTERMINE HYDROCHLORIDE ,15MG  ,CAPSULE   ,ORAL,CAP,0.345057,0.60385,1000.0,51224020370,Yes,N,2017,2
9167,1570,BISOPROLOL FUMARATE; HYDROCHLOROTHIAZIDE    ,10MG;6.25MG ,TABLET,ORAL,TAB,0.071055,0.124346,30.0,51285004001,Yes,N,2017,2
9168,1571,BISOPROLOL FUMARATE; HYDROCHLOROTHIAZIDE    ,2.5MG;6.25MG,TABLET,ORAL,TAB,0.019665000000000002,0.07728,100.0,51285004702,Yes,Y,2017,2
9169,1572,BISOPROLOL FUMARATE; HYDROCHLOROTHIAZIDE    ,5MG;6.25MG,TABLET,ORAL,TAB,0.027808,0.07106,100.0,51285005002,Yes,Y,2017,2
9170,1568,BISOPROLOL FUMARATE ,10MG  ,TABLET,ORAL,TAB,0.117807,0.36715,30.0,51285006101,Yes,Y,2017,2
9171,5639,L-NORGEST-ETH ESTR/ETHIN ESTRA  ,150-30(84),TBDSPK 3MO,ORAL,TAB,0.687158,1.6441,91.0,51285008787,Yes,Y,2017,2
9172,4546,L-NORGEST-ETH ESTR/ETHIN ESTRA  ,100-20(84),TBDSPK 3MO,ORAL,TAB,0.650721,1.67808,91.0,51285009287,Yes,Y,2017,2
9173,3435,DESOG-ET ESTRA/ETHIN ESTRA,21-5  ,TABLET,ORAL,TAB,0.401781,0.8508700000000001,28.0,51285012058,Yes,Y,2017,2
9174,7188,NORETH A-ET ESTRA/FE FUMARATE   ,1MG-20MCG ,TABLET,ORAL,TAB,0.20386700000000002,0.49846999999999997,28.0,51285012570,Yes,Y,2017,2
9175,7188,NORETH A-ET ESTRA/FE FUMARATE   ,1MG-20MCG ,TABLET,ORAL,TAB,0.20386700000000002,0.49846999999999997,28.0,51285012698,Yes,Y,2017,2
9176,7187,NORETH A-ET ESTRA/FE FUMARATE   ,1.5-0.03MG,TABLET,ORAL,TAB,0.20736999999999997,0.56935,28.0,51285012870,Yes,Y,2017,2
9177,7187,NORETH A-ET ESTRA/FE FUMARATE   ,1.5-0.03MG,TABLET,ORAL,TAB,0.20736999999999997,0.56935,28.0,51285012998,Yes,Y,2017,2
9178,3894,NORETHINDRONE A-E ESTRADIOL     ,1MG-20MCG ,TABLET,ORAL,TAB,0.24433400000000002,0.7602,21.0,51285013197,Yes,Y,2017,2
9179,1153,NORETHINDRONE ACETATE   ,5MG   ,TABLET,ORAL,TAB,0.731546,1.35764,50.0,51285042410,Yes,Y,2017,2
9180,3135,DISULFIRAM  ,250MG ,TABLET,ORAL,TAB,0.571032,1.811,100.0,51285052302,Yes,Y,2017,2
9181,3136,DISULFIRAM  ,500MG ,TABLET,ORAL,TAB,0.7135279999999999,2.95266,100.0,51285052402,Yes,Y,2017,2
9182,1924,BETHANECHOL CHLORIDE,10MG  ,TABLET,ORAL,TAB,0.111293,0.37033,100.0,51285069002,Yes,Y,2017,2
9183,1925,BETHANECHOL CHLORIDE,25MG  ,TABLET,ORAL,TAB,0.19906300000000002,0.41812,100.0,51285069102,Yes,Y,2017,2
9184,1927,BETHANECHOL CHLORIDE,50MG  ,TABLET,ORAL,TAB,0.146559,0.9262799999999999,100.0,51285069202,Yes,Y,2017,2
9185,1926,BETHANECHOL CHLORIDE,5MG   ,TABLET,ORAL,TAB,0.07409299999999999,0.26338,100.0,51285069702,Yes,Y,2017,2
9186,2813,ACETAZOLAMIDE ,500MG ,"CAPSULE, EXTENDED RELEASE     ",ORAL,CAP,0.649584,1.9238,100.0,51285075402,Yes,Y,2017,2
9187,5739,AZELASTINE HYDROCHLORIDE,205.5MCG  ,SPRAY/PUMP,NASAL   ,ML ,0.600588,2.4597599999999997,30.0,51525023403,Yes,Y,2017,2
9188,7072,AZELASTINE HYDROCHLORIDE,137 MCG   ,SPRAY/PUMP,NASAL   ,ML ,0.34849,0.609858,30.0,51525029403,Yes,N,2017,2
9189,3199,FELBAMATE   ,400MG ,TABLET,ORAL,TAB,1.322178,3.33405,100.0,51525043001,Yes,Y,2017,2
9190,3200,FELBAMATE   ,600MG ,TABLET,ORAL,TAB,1.448628,3.23988,100.0,51525043101,Yes,Y,2017,2
9191,5394,SOD CHLORIDE/NAHCO3/KCL/PEGS    ,420G  ,SOLN RECON,ORAL,ML ,0.0022010000000000003,0.0038520000000000004,4000.0,51525683104,Yes,N,2017,2
9192,4539,VALSARTAN   ,40MG  ,TABLET,ORAL,TAB,0.10400000000000001,0.182,30.0,51660014030,Yes,N,2017,2
9193,4072,VALSARTAN   ,80MG  ,TABLET,ORAL,TAB,0.169927,0.29737199999999997,90.0,51660014190,Yes,N,2017,2
9194,4071,VALSARTAN   ,160MG ,TABLET,ORAL,TAB,0.20696199999999998,0.362184,90.0,51660014290,Yes,N,2017,2
9195,4070,VALSARTAN   ,320MG ,TABLET,ORAL,TAB,0.22057399999999996,0.38600500000000004,90.0,51660014390,Yes,N,2017,2
9196,835,HYDROXYCHLOROQUINE SULFATE,200MG ,TABLET,ORAL,TAB,0.862293,1.509013,100.0,51660029601,Yes,N,2017,2
9197,7075,LORATADINE  ,10 MG ,TABLET,ORAL,TAB,0.046861,0.08200700000000001,100.0,51660052601,Yes,N,2017,2
9198,7075,LORATADINE  ,10 MG ,TABLET,ORAL,TAB,0.046861,0.08200700000000001,500.0,51660052605,Yes,N,2017,2
9199,7075,LORATADINE  ,10 MG ,TABLET,ORAL,TAB,0.046861,0.08200700000000001,30.0,51660052631,Yes,N,2017,2
9200,6912,CETIRIZINE HYDROCHLORIDE,10 MG ,TABLET,ORAL,TAB,0.136497,0.23886999999999997,30.0,51660093930,No,N,2017,2
9201,6912,CETIRIZINE HYDROCHLORIDE,10 MG ,TABLET,ORAL,TAB,0.136497,0.23886999999999997,14.0,51660093954,No,N,2017,2
9202,6912,CETIRIZINE HYDROCHLORIDE,10 MG ,TABLET,ORAL,TAB,0.136497,0.23886999999999997,90.0,51660093990,No,N,2017,2
9203,1488,TRIAMCINOLONE ACETONIDE ,0.1%  ,PASTE ,DENTAL  ,GM ,4.408576999999999,8.17287,5.0,51672126705,Yes,Y,2017,2
9204,2171,TERCONAZOLE ,0.4%  ,CREAM ,VAGINAL ,GM ,0.408173,0.714303,45.0,51672130406,Yes,N,2017,2
9205,1902,MUPIROCIN   ,2%    ,OINTMENT  ,TOPICAL ,GM ,0.11993699999999999,0.2498,22.0,51672131200,Yes,Y,2017,2
9206,1488,TRIAMCINOLONE ACETONIDE ,0.1%  ,PASTE ,DENTAL  ,GM ,4.408576999999999,8.17287,5.0,51672133505,Yes,Y,2017,2
9207,8497,ESCITALOPRAM OXALATE,5MG/5ML   ,SOLUTION  ,ORAL,ML ,0.194455,0.45664,240.0,51672134801,Yes,Y,2017,2
9208,2936,CICLOPIROX  ,1%    ,SHAMPOO   ,TOPICAL ,ML ,0.369199,0.646098,120.0,51672135108,Yes,N,2017,2
9209,3530,FLUOCINOLONE ACETONIDE  ,0.01 %,OIL   ,TOPICAL ,ML ,0.697408,1.29719,118.28,51672135608,Yes,Y,2017,2
9210,3217,FLUOCINOLONE ACETONIDE  ,0.01% ,OIL   ,TOPICAL ,ML ,0.712076,1.31513,118.28,51672135708,Yes,Y,2017,2
9211,4646,DICLOFENAC SODIUM   ,1.5 % ,DROPS ,TOPICAL ,ML ,0.246479,0.72278,150.0,51672135802,Yes,Y,2017,2
9212,7367,DICLOFENAC SODIUM   ,3 %   ,GEL (GRAM),TOPICAL ,GM ,1.334476,3.73979,100.0,51672136307,Yes,Y,2017,2
9213,668,FLUOCINOLONE ACETONIDE  ,0.01% ,SOLUTION  ,TOPICAL ,ML ,0.8388559999999999,1.94301,60.0,51672136504,Yes,Y,2017,2
9214,7074,LORATADINE  ,5 MG/5 ML ,SOLUTION  ,ORAL,ML ,0.026577999999999997,0.046512,120.0,51672207308,Yes,N,2017,2
9215,7074,LORATADINE  ,5 MG/5 ML ,SOLUTION  ,ORAL,ML ,0.026577999999999997,0.046512,120.0,51672208508,Yes,N,2017,2
9216,7074,LORATADINE  ,5 MG/5 ML ,SOLUTION  ,ORAL,ML ,0.026577999999999997,0.046512,120.0,51672209208,No,N,2017,2
9217,38,"ACETIC ACID, GLACIAL; HYDROCORTISONE        ",2%;1% ,SOLUTION/DROPS    ,OTIC,ML ,1.6990619999999999,8.06969,10.0,51672300701,Yes,Y,2017,2
9218,1154,NORTRIPTYLINE HYDROCHLORIDE     ,10MG  ,CAPSULE   ,ORAL,CAP,0.06555599999999999,0.114723,100.0,51672400101,Yes,N,2017,2
9219,1154,NORTRIPTYLINE HYDROCHLORIDE     ,10MG  ,CAPSULE   ,ORAL,CAP,0.06555599999999999,0.114723,500.0,51672400102,Yes,N,2017,2
9220,1154,NORTRIPTYLINE HYDROCHLORIDE     ,10MG  ,CAPSULE   ,ORAL,CAP,0.06555599999999999,0.114723,90.0,51672400105,Yes,N,2017,2
9221,1156,NORTRIPTYLINE HYDROCHLORIDE     ,25MG  ,CAPSULE   ,ORAL,CAP,0.083886,0.146801,100.0,51672400201,Yes,N,2017,2
9222,1156,NORTRIPTYLINE HYDROCHLORIDE     ,25MG  ,CAPSULE   ,ORAL,CAP,0.083886,0.146801,500.0,51672400202,Yes,N,2017,2
9223,1156,NORTRIPTYLINE HYDROCHLORIDE     ,25MG  ,CAPSULE   ,ORAL,CAP,0.083886,0.146801,90.0,51672400205,Yes,N,2017,2
9224,1157,NORTRIPTYLINE HYDROCHLORIDE     ,50MG  ,CAPSULE   ,ORAL,CAP,0.10868900000000001,0.190206,100.0,51672400301,Yes,N,2017,2
9225,1157,NORTRIPTYLINE HYDROCHLORIDE     ,50MG  ,CAPSULE   ,ORAL,CAP,0.10868900000000001,0.190206,500.0,51672400302,Yes,N,2017,2
9226,1157,NORTRIPTYLINE HYDROCHLORIDE     ,50MG  ,CAPSULE   ,ORAL,CAP,0.10868900000000001,0.190206,90.0,51672400305,Yes,N,2017,2
9227,1158,NORTRIPTYLINE HYDROCHLORIDE     ,75MG  ,CAPSULE   ,ORAL,CAP,0.156104,0.27318200000000004,100.0,51672400401,Yes,N,2017,2
9228,1158,NORTRIPTYLINE HYDROCHLORIDE     ,75MG  ,CAPSULE   ,ORAL,CAP,0.156104,0.27318200000000004,500.0,51672400402,Yes,N,2017,2
9229,1158,NORTRIPTYLINE HYDROCHLORIDE     ,75MG  ,CAPSULE   ,ORAL,CAP,0.156104,0.27318200000000004,90.0,51672400405,Yes,N,2017,2
9230,236,CARBAMAZEPINE ,200MG ,TABLET,ORAL,TAB,0.38511,0.6739430000000001,100.0,51672400501,Yes,N,2017,2
9231,236,CARBAMAZEPINE ,200MG ,TABLET,ORAL,TAB,0.38511,0.6739430000000001,500.0,51672400502,Yes,N,2017,2
9232,236,CARBAMAZEPINE ,200MG ,TABLET,ORAL,TAB,0.38511,0.6739430000000001,1000.0,51672400503,Yes,N,2017,2
9233,346,CLOMIPRAMINE HYDROCHLORIDE,25MG  ,CAPSULE   ,ORAL,CAP,3.2265740000000003,7.09077,90.0,51672401105,Yes,Y,2017,2
9234,346,CLOMIPRAMINE HYDROCHLORIDE,25MG  ,CAPSULE   ,ORAL,CAP,3.2265740000000003,7.09077,30.0,51672401106,Yes,Y,2017,2
9235,347,CLOMIPRAMINE HYDROCHLORIDE,50MG  ,CAPSULE   ,ORAL,CAP,3.308621,6.67025,90.0,51672401205,Yes,Y,2017,2
9236,347,CLOMIPRAMINE HYDROCHLORIDE,50MG  ,CAPSULE   ,ORAL,CAP,3.308621,6.67025,30.0,51672401206,Yes,Y,2017,2
9237,348,CLOMIPRAMINE HYDROCHLORIDE,75MG  ,CAPSULE   ,ORAL,CAP,3.152095,6.83557,90.0,51672401305,Yes,Y,2017,2
9238,348,CLOMIPRAMINE HYDROCHLORIDE,75MG  ,CAPSULE   ,ORAL,CAP,3.152095,6.83557,30.0,51672401306,Yes,Y,2017,2
9239,656,ETODOLAC,200MG ,CAPSULE   ,ORAL,CAP,0.37430599999999997,0.9424100000000001,100.0,51672401601,Yes,Y,2017,2
9240,657,ETODOLAC,300MG ,CAPSULE   ,ORAL,CAP,0.32242600000000005,1.10101,100.0,51672401701,Yes,Y,2017,2
9241,658,ETODOLAC,400MG ,TABLET,ORAL,TAB,0.281752,0.65989,100.0,51672401801,Yes,Y,2017,2
9242,33,ACETAZOLAMIDE ,250MG ,TABLET,ORAL,TAB,0.94052,1.91441,100.0,51672402301,Yes,Y,2017,2
9243,81,AMIODARONE HYDROCHLORIDE,200MG ,TABLET,ORAL,TAB,0.143447,0.25103200000000003,60.0,51672402504,Yes,N,2017,2
9244,1540,WARFARIN SODIUM     ,1MG   ,TABLET,ORAL,TAB,0.11639000000000001,0.203683,100.0,51672402701,Yes,N,2017,2
9245,1540,WARFARIN SODIUM     ,1MG   ,TABLET,ORAL,TAB,0.11639000000000001,0.203683,1000.0,51672402703,Yes,N,2017,2
9246,1540,WARFARIN SODIUM     ,1MG   ,TABLET,ORAL,TAB,0.11639000000000001,0.203683,5000.0,51672402707,Yes,N,2017,2
9247,1543,WARFARIN SODIUM     ,2MG   ,TABLET,ORAL,TAB,0.115337,0.20184000000000002,100.0,51672402801,Yes,N,2017,2
9248,1543,WARFARIN SODIUM     ,2MG   ,TABLET,ORAL,TAB,0.115337,0.20184000000000002,1000.0,51672402803,Yes,N,2017,2
9249,1543,WARFARIN SODIUM     ,2MG   ,TABLET,ORAL,TAB,0.115337,0.20184000000000002,5000.0,51672402807,Yes,N,2017,2
9250,1542,WARFARIN SODIUM     ,2.5MG ,TABLET,ORAL,TAB,0.114553,0.200468,100.0,51672402901,Yes,N,2017,2
9251,1542,WARFARIN SODIUM     ,2.5MG ,TABLET,ORAL,TAB,0.114553,0.200468,1000.0,51672402903,Yes,N,2017,2
9252,1542,WARFARIN SODIUM     ,2.5MG ,TABLET,ORAL,TAB,0.114553,0.200468,5000.0,51672402907,Yes,N,2017,2
9253,1544,WARFARIN SODIUM     ,3MG   ,TABLET,ORAL,TAB,0.106993,0.18723800000000002,100.0,51672403001,Yes,N,2017,2
9254,1544,WARFARIN SODIUM     ,3MG   ,TABLET,ORAL,TAB,0.106993,0.18723800000000002,1000.0,51672403003,Yes,N,2017,2
9255,1544,WARFARIN SODIUM     ,3MG   ,TABLET,ORAL,TAB,0.106993,0.18723800000000002,5000.0,51672403007,Yes,N,2017,2
9256,1545,WARFARIN SODIUM     ,4MG   ,TABLET,ORAL,TAB,0.11518800000000001,0.201579,100.0,51672403101,Yes,N,2017,2
9257,1545,WARFARIN SODIUM     ,4MG   ,TABLET,ORAL,TAB,0.11518800000000001,0.201579,1000.0,51672403103,Yes,N,2017,2
9258,1545,WARFARIN SODIUM     ,4MG   ,TABLET,ORAL,TAB,0.11518800000000001,0.201579,5000.0,51672403107,Yes,N,2017,2
9259,1546,WARFARIN SODIUM     ,5MG   ,TABLET,ORAL,TAB,0.128874,0.22553,100.0,51672403201,Yes,N,2017,2
9260,1546,WARFARIN SODIUM     ,5MG   ,TABLET,ORAL,TAB,0.128874,0.22553,1000.0,51672403203,Yes,N,2017,2
9261,1546,WARFARIN SODIUM     ,5MG   ,TABLET,ORAL,TAB,0.128874,0.22553,5000.0,51672403207,Yes,N,2017,2
9262,1547,WARFARIN SODIUM     ,6MG   ,TABLET,ORAL,TAB,0.132339,0.231593,100.0,51672403301,Yes,N,2017,2
9263,1547,WARFARIN SODIUM     ,6MG   ,TABLET,ORAL,TAB,0.132339,0.231593,1000.0,51672403303,Yes,N,2017,2
9264,1548,WARFARIN SODIUM     ,7.5MG ,TABLET,ORAL,TAB,0.17439000000000002,0.305183,100.0,51672403401,Yes,N,2017,2
9265,1548,WARFARIN SODIUM     ,7.5MG ,TABLET,ORAL,TAB,0.17439000000000002,0.305183,1000.0,51672403403,Yes,N,2017,2
9266,1541,WARFARIN SODIUM     ,10MG  ,TABLET,ORAL,TAB,0.174343,0.3051,100.0,51672403501,Yes,N,2017,2
9267,1541,WARFARIN SODIUM     ,10MG  ,TABLET,ORAL,TAB,0.174343,0.3051,1000.0,51672403503,Yes,N,2017,2
9268,659,ETODOLAC,500MG ,TABLET,ORAL,TAB,0.35073899999999997,0.7048399999999999,100.0,51672403601,Yes,Y,2017,2
9269,1620,ENALAPRIL MALEATE   ,2.5MG ,TABLET,ORAL,TAB,0.10669100000000001,0.22194,100.0,51672403701,Yes,Y,2017,2
9270,1622,ENALAPRIL MALEATE   ,5MG   ,TABLET,ORAL,TAB,0.18462,0.323085,100.0,51672403801,Yes,N,2017,2
9271,1621,ENALAPRIL MALEATE   ,20MG  ,TABLET,ORAL,TAB,0.34353,0.601178,100.0,51672404001,Yes,N,2017,2
9272,1621,ENALAPRIL MALEATE   ,20MG  ,TABLET,ORAL,TAB,0.34353,0.601178,1000.0,51672404003,Yes,N,2017,2
9273,235,CARBAMAZEPINE ,100MG ,"TABLET, CHEWABLE  ",ORAL,TAB,0.201241,0.3931,100.0,51672404101,Yes,Y,2017,2
9274,235,CARBAMAZEPINE ,100MG ,"TABLET, CHEWABLE  ",ORAL,TAB,0.201241,0.3931,500.0,51672404102,Yes,Y,2017,2
9275,1729,ENALAPRIL MALEATE; HYDROCHLOROTHIAZIDE,5MG;12.5MG,TABLET,ORAL,TAB,0.059771000000000005,0.13862,100.0,51672404501,Yes,Y,2017,2
9276,1728,ENALAPRIL MALEATE; HYDROCHLOROTHIAZIDE,10MG;25MG ,TABLET,ORAL,TAB,0.095565,0.167239,100.0,51672404601,Yes,N,2017,2
9277,1576,CARBAMAZEPINE ,100MG/5ML ,SUSPENSION,ORAL,ML ,0.137999,0.241498,450.0,51672404709,Yes,N,2017,2
9278,3319,ETODOLAC,400 MG,TAB ER 24H,ORAL,TAB,0.566921,1.8433099999999998,100.0,51672405101,Yes,Y,2017,2
9279,3319,ETODOLAC,400 MG,TAB ER 24H,ORAL,TAB,0.566921,1.8433099999999998,60.0,51672405104,Yes,Y,2017,2
9280,1631,ETODOLAC,500MG ,"TABLET, EXTENDED RELEASE      ",ORAL,TAB,0.687529,2.13658,100.0,51672405201,Yes,Y,2017,2
9281,1631,ETODOLAC,500MG ,"TABLET, EXTENDED RELEASE      ",ORAL,TAB,0.687529,2.13658,60.0,51672405204,Yes,Y,2017,2
9282,1632,ETODOLAC,600MG ,"TABLET, EXTENDED RELEASE      ",ORAL,TAB,0.8937940000000001,2.09022,100.0,51672405301,Yes,Y,2017,2
9283,1632,ETODOLAC,600MG ,"TABLET, EXTENDED RELEASE      ",ORAL,TAB,0.8937940000000001,2.09022,60.0,51672405304,Yes,Y,2017,2
9284,1828,AMIODARONE HYDROCHLORIDE,400MG ,TABLET,ORAL,TAB,2.411924,4.220867,100.0,51672405700,Yes,N,2017,2
9285,1828,AMIODARONE HYDROCHLORIDE,400MG ,TABLET,ORAL,TAB,2.411924,4.220867,30.0,51672405706,Yes,N,2017,2
9286,1228,PHENYTOIN   ,125MG/5ML ,SUSPENSION,ORAL,ML ,0.044173000000000004,0.08641,237.0,51672406901,Yes,Y,2017,2
9287,2473,ONDANSETRON HYDROCHLORIDE ,4MG/5ML   ,SOLUTION  ,ORAL,ML ,0.20810700000000001,0.46921999999999997,50.0,51672409103,Yes,Y,2017,2
9288,1230,PHENYTOIN SODIUM    ,100MG EXTENDED    ,CAPSULE   ,ORAL,CAP,0.278134,0.48673500000000003,100.0,51672411101,Yes,N,2017,2
9289,1230,PHENYTOIN SODIUM    ,100MG EXTENDED    ,CAPSULE   ,ORAL,CAP,0.278134,0.48673500000000003,1000.0,51672411103,Yes,N,2017,2
9290,2376,METRONIDAZOLE ,0.75% ,GEL   ,TOPICAL ,GM ,0.42950600000000005,1.86782,45.0,51672411606,Yes,Y,2017,2
